datetime,temp,humidity,precip,precipprob,windspeed,city
2024-01-14,-3.6,84.2,3.244,100.0,18.9,Fojnica
2024-01-15,1.5,92.4,1.325,100.0,19.1,Fojnica
2024-01-16,1.0,80.4,2.105,100.0,17.3,Fojnica
2024-01-17,4.3,83.2,0.735,100.0,27.9,Fojnica
2024-01-18,11.1,74.6,5.154,100.0,29.0,Fojnica
2024-01-19,3.8,92.0,8.29,100.0,23.0,Fojnica
2024-01-20,-4.3,83.0,17.435,100.0,16.3,Fojnica
2024-01-21,-8.1,80.3,19.464,100.0,15.1,Fojnica
2024-01-22,-6.3,78.5,15.138,100.0,9.8,Fojnica
2024-01-23,-2.2,89.1,13.882,100.0,12.3,Fojnica
2024-01-24,0.3,88.1,0.585,100.0,12.3,Fojnica
2024-01-25,1.1,92.0,4.223,100.0,14.2,Fojnica
2024-01-26,0.3,91.5,0.378,100.0,14.8,Fojnica
2024-01-27,1.9,74.6,0.458,100.0,17.4,Fojnica
2024-01-28,1.2,70.0,0.637,100.0,20.5,Fojnica
2024-01-29,-1.6,79.1,0.0,0.0,16.2,Fojnica
2024-01-30,-1.8,70.4,0.0,0.0,14.5,Fojnica
2024-01-31,-1.0,64.8,0.0,0.0,9.9,Fojnica
2024-02-01,0.2,63.7,0.0,0.0,12.5,Fojnica
2024-02-02,1.7,75.5,0.208,100.0,16.7,Fojnica
2024-02-03,3.7,72.2,0.0,0.0,13.4,Fojnica
2024-02-04,4.4,74.4,0.0,0.0,13.8,Fojnica
2024-02-05,4.1,77.5,0.0,0.0,16.0,Fojnica
2024-02-06,4.7,77.1,0.0,0.0,20.5,Fojnica
2024-02-07,6.1,76.2,0.013,100.0,24.4,Fojnica
2024-02-08,6.8,74.0,0.0,0.0,20.9,Fojnica
2024-02-09,7.6,69.1,0.0,0.0,25.6,Fojnica
2024-02-10,10.4,68.6,3.106,100.0,32.5,Fojnica
2024-02-11,9.0,83.5,11.773,100.0,32.7,Fojnica
2024-02-12,5.8,91.1,4.741,100.0,14.3,Fojnica
2024-02-13,4.7,89.3,5.493,100.0,17.6,Fojnica
2024-02-14,3.4,69.3,2.545,100.0,16.3,Fojnica
2024-02-15,2.5,79.4,0.0,0.0,10.6,Fojnica
2024-02-16,4.3,77.1,0.0,0.0,11.6,Fojnica
2024-02-17,5.9,71.1,0.0,0.0,12.0,Fojnica
2024-02-18,6.7,72.6,0.526,100.0,13.7,Fojnica
2024-02-19,4.5,70.1,0.0,0.0,14.6,Fojnica
2024-02-20,5.8,77.5,0.986,100.0,11.6,Fojnica
2024-02-21,4.6,79.4,0.314,100.0,8.6,Fojnica
2024-02-22,4.9,67.2,0.0,0.0,29.3,Fojnica
2024-02-23,9.6,57.2,0.306,100.0,33.0,Fojnica
2024-02-24,8.9,73.2,5.308,100.0,37.0,Fojnica
2024-02-25,5.5,95.4,29.509,100.0,17.5,Fojnica
2024-02-26,8.9,82.1,12.167,100.0,15.5,Fojnica
2024-02-27,9.5,72.7,0.497,100.0,25.5,Fojnica
2024-02-28,11.6,61.6,0.0,0.0,26.9,Fojnica
2024-02-29,9.4,82.5,0.652,100.0,8.0,Fojnica
2024-03-01,9.7,71.2,1.247,100.0,20.8,Fojnica
2024-03-02,8.0,71.8,0.612,100.0,13.0,Fojnica
2024-03-03,8.7,69.2,0.283,100.0,16.4,Fojnica
2024-03-04,8.0,68.6,0.361,100.0,16.0,Fojnica
2024-03-05,9.0,67.5,0.0,0.0,14.5,Fojnica
2024-03-06,7.0,80.8,3.046,100.0,14.2,Fojnica
2024-03-07,4.8,86.9,2.627,100.0,11.5,Fojnica
2024-03-08,6.0,77.2,0.39,100.0,11.3,Fojnica
2024-03-09,7.1,77.8,0.711,100.0,22.9,Fojnica
2024-03-10,10.7,67.1,1.4,100.0,34.6,Fojnica
2024-03-11,10.5,61.4,10.515,100.0,30.2,Fojnica
2024-03-12,6.5,82.6,2.658,100.0,14.2,Fojnica
2024-03-13,5.8,84.7,2.95,100.0,16.0,Fojnica
2024-03-14,6.6,74.5,0.054,100.0,11.3,Fojnica
2024-03-15,8.5,67.9,0.0,0.0,8.9,Fojnica
2024-03-16,8.1,80.5,0.675,100.0,8.7,Fojnica
2024-03-17,9.1,84.4,10.613,100.0,11.0,Fojnica
2024-03-18,7.9,81.6,1.077,100.0,12.1,Fojnica
2024-03-19,6.6,63.2,7.837,100.0,25.8,Fojnica
2024-03-20,4.1,62.1,0.0,0.0,15.0,Fojnica
2024-03-21,7.7,58.6,0.0,0.0,15.1,Fojnica
2024-03-22,9.0,63.6,0.0,0.0,14.1,Fojnica
2024-03-23,9.7,60.2,0.0,0.0,19.6,Fojnica
2024-03-24,4.9,81.9,9.088,100.0,27.7,Fojnica
2024-03-25,4.5,70.5,0.309,100.0,10.9,Fojnica
2024-03-26,5.6,77.8,1.684,100.0,18.7,Fojnica
2024-03-27,11.6,76.8,4.737,100.0,32.7,Fojnica
2024-03-28,12.5,64.7,1.8,100.0,31.7,Fojnica
2024-03-29,15.9,57.2,0.0,0.0,23.9,Fojnica
2024-03-30,15.7,50.5,0.0,0.0,37.2,Fojnica
2024-03-31,19.1,28.3,0.0,0.0,40.1,Fojnica
2024-04-01,19.2,37.0,0.0,0.0,38.2,Fojnica
2024-04-02,13.0,56.1,5.039,100.0,29.5,Fojnica
2024-04-03,9.6,57.3,0.291,100.0,15.5,Fojnica
2024-04-04,13.0,52.5,0.0,0.0,12.0,Fojnica
2024-04-05,13.2,60.6,0.0,0.0,9.1,Fojnica
2024-04-06,14.6,60.5,0.0,0.0,9.4,Fojnica
2024-04-07,16.2,59.8,0.0,0.0,15.4,Fojnica
2024-04-08,16.9,60.8,0.0,0.0,7.4,Fojnica
2024-04-09,17.4,53.8,0.0,0.0,13.0,Fojnica
2024-04-10,14.7,59.3,0.0,0.0,21.4,Fojnica
2024-04-11,14.2,68.6,0.075,100.0,19.0,Fojnica
2024-04-12,14.2,73.4,0.0,0.0,11.2,Fojnica
2024-04-13,14.5,70.3,0.0,0.0,12.8,Fojnica
2024-04-14,16.2,57.6,0.0,0.0,7.8,Fojnica
2024-04-15,16.2,57.7,0.0,0.0,26.1,Fojnica
2024-04-16,14.9,59.1,4.272,100.0,32.6,Fojnica
2024-04-17,2.3,92.2,18.775,100.0,14.2,Fojnica
2024-04-18,5.2,72.7,0.159,100.0,13.1,Fojnica
2024-04-19,5.4,67.3,0.0,0.0,10.6,Fojnica
2024-04-20,5.4,65.6,0.497,100.0,10.4,Fojnica
2024-04-21,5.2,81.4,5.453,100.0,18.6,Fojnica
2024-04-22,6.9,72.4,0.177,100.0,12.2,Fojnica
2024-04-23,7.2,82.3,0.385,100.0,13.7,Fojnica
2024-04-24,6.9,86.9,8.855,100.0,17.2,Fojnica
2024-04-25,7.2,77.0,5.815,100.0,17.3,Fojnica
2024-04-26,8.0,74.8,0.941,100.0,18.3,Fojnica
2024-04-27,10.5,68.2,0.536,100.0,10.4,Fojnica
2024-04-28,13.7,63.5,0.0,0.0,9.7,Fojnica
2024-04-29,16.1,59.6,0.0,0.0,13.0,Fojnica
2024-04-30,15.8,61.1,0.0,0.0,15.4,Fojnica
2024-05-01,16.9,72.3,0.7,100.0,18.4,Fojnica
2024-05-02,15.7,66.0,4.92,100.0,16.9,Fojnica
2024-05-03,11.4,84.0,4.604,100.0,10.8,Fojnica
2024-05-04,14.0,77.3,0.973,100.0,10.4,Fojnica
2024-05-05,14.2,67.4,0.0,0.0,15.5,Fojnica
2024-05-06,14.1,65.4,0.0,0.0,19.3,Fojnica
2024-05-07,15.4,67.8,0.0,0.0,14.5,Fojnica
2024-05-08,15.6,77.1,1.052,100.0,20.5,Fojnica
2024-05-09,13.7,83.3,2.068,100.0,14.2,Fojnica
2024-05-10,13.0,81.0,1.474,100.0,18.5,Fojnica
2024-05-11,12.9,70.2,2.849,100.0,17.2,Fojnica
2024-05-12,12.9,72.4,0.024,100.0,15.0,Fojnica
2024-05-13,14.1,67.6,0.254,100.0,9.6,Fojnica
2024-05-14,12.2,87.0,2.17,100.0,7.8,Fojnica
2024-05-15,13.8,85.2,10.662,100.0,12.5,Fojnica
2024-05-16,15.6,77.5,0.037,100.0,27.6,Fojnica
2024-05-17,19.1,55.8,0.717,100.0,24.7,Fojnica
2024-05-18,16.5,63.2,0.0,0.0,10.8,Fojnica
2024-05-19,18.2,69.1,5.62,100.0,10.2,Fojnica
2024-05-20,19.1,80.0,2.1,100.0,10.0,Fojnica
2024-05-21,19.3,73.5,0.897,100.0,25.6,Fojnica
2024-05-22,15.2,81.8,4.411,100.0,10.5,Fojnica
2024-05-23,14.7,77.2,4.742,100.0,10.7,Fojnica
2024-05-24,15.9,73.8,0.643,100.0,15.0,Fojnica
2024-05-25,15.3,80.7,5.802,100.0,11.7,Fojnica
2024-05-26,14.0,93.5,6.151,100.0,7.6,Fojnica
2024-05-27,15.7,80.2,3.889,100.0,10.7,Fojnica
2024-05-28,15.5,75.7,0.273,100.0,9.0,Fojnica
2024-05-29,16.0,78.6,0.741,100.0,12.0,Fojnica
2024-05-30,17.3,69.5,0.816,100.0,22.1,Fojnica
2024-05-31,16.6,77.5,8.082,100.0,24.5,Fojnica
2024-06-01,18.7,59.4,6.178,100.0,26.0,Fojnica
2024-06-02,18.2,70.3,0.767,100.0,12.9,Fojnica
2024-06-03,16.1,82.7,4.805,100.0,20.8,Fojnica
2024-06-04,16.1,73.7,1.282,100.0,12.3,Fojnica
2024-06-05,17.0,72.5,0.046,100.0,11.9,Fojnica
2024-06-06,19.1,68.5,0.011,100.0,10.6,Fojnica
2024-06-07,21.1,65.1,0.0,0.0,11.7,Fojnica
2024-06-08,21.9,70.7,0.436,100.0,11.0,Fojnica
2024-06-09,22.3,68.0,0.016,100.0,12.8,Fojnica
2024-06-10,22.6,55.9,0.594,100.0,23.7,Fojnica
2024-06-11,18.9,74.7,1.865,100.0,16.1,Fojnica
2024-06-12,17.2,86.1,3.192,100.0,16.8,Fojnica
2024-06-13,15.9,86.6,9.119,100.0,15.1,Fojnica
2024-06-14,16.4,72.7,3.747,100.0,12.1,Fojnica
2024-06-15,18.7,67.5,0.0,0.0,11.2,Fojnica
2024-06-16,20.8,63.6,0.0,0.0,17.1,Fojnica
2024-06-17,20.9,62.0,0.0,0.0,9.6,Fojnica
2024-06-18,22.4,61.4,0.0,0.0,8.4,Fojnica
2024-06-19,23.4,60.4,0.0,0.0,8.4,Fojnica
2024-06-20,24.7,62.8,0.0,0.0,12.3,Fojnica
2024-06-21,26.9,61.7,0.1,100.0,13.3,Fojnica
2024-06-22,26.3,57.9,1.7,100.0,17.5,Fojnica
2024-06-23,22.4,71.1,1.6,100.0,14.5,Fojnica
2024-06-24,22.0,76.6,0.112,100.0,15.2,Fojnica
2024-06-25,20.8,82.3,0.691,100.0,10.1,Fojnica
2024-06-26,20.6,81.2,1.218,100.0,15.6,Fojnica
2024-06-27,18.8,86.0,11.279,100.0,12.2,Fojnica
2024-06-28,20.0,79.2,1.218,100.0,12.8,Fojnica
2024-06-29,22.8,73.9,0.099,100.0,10.7,Fojnica
2024-06-30,24.7,66.6,0.221,100.0,18.9,Fojnica
2024-07-01,24.4,59.4,0.024,100.0,17.7,Fojnica
2024-07-02,17.0,86.8,9.206,100.0,18.9,Fojnica
2024-07-03,16.2,72.4,8.25,100.0,16.1,Fojnica
2024-07-04,16.3,72.8,1.858,100.0,12.8,Fojnica
2024-07-05,19.0,67.2,0.0,0.0,8.5,Fojnica
2024-07-06,21.6,63.7,0.0,0.0,14.0,Fojnica
2024-07-07,22.9,62.3,0.0,0.0,12.1,Fojnica
2024-07-08,24.9,62.7,0.0,0.0,14.5,Fojnica
2024-07-09,25.8,63.5,0.0,0.0,14.4,Fojnica
2024-07-10,25.4,57.9,0.0,0.0,10.3,Fojnica
2024-07-11,25.9,58.4,0.0,0.0,10.8,Fojnica
2024-07-12,27.4,57.3,0.0,0.0,13.8,Fojnica
2024-07-13,26.8,52.9,0.0,0.0,13.0,Fojnica
2024-07-14,26.5,54.9,0.927,100.0,15.9,Fojnica
2024-07-15,26.8,64.1,0.0,0.0,10.9,Fojnica
2024-07-16,27.4,63.7,0.48,100.0,15.7,Fojnica
2024-07-17,25.6,71.9,0.51,100.0,10.5,Fojnica
2024-07-18,23.9,76.8,1.786,100.0,15.5,Fojnica
2024-07-19,23.4,77.1,0.581,100.0,16.2,Fojnica
2024-07-20,22.0,80.8,8.311,100.0,12.8,Fojnica
2024-07-21,22.8,76.0,1.051,100.0,12.4,Fojnica
2024-07-22,23.0,67.8,0.0,0.0,14.8,Fojnica
2024-07-23,23.2,70.3,1.857,100.0,17.1,Fojnica
2024-07-24,21.5,74.8,1.574,100.0,13.8,Fojnica
2024-07-25,21.0,61.0,0.0,0.0,18.4,Fojnica
2024-07-26,20.1,58.9,0.0,0.0,14.4,Fojnica
2024-07-27,22.5,52.3,0.0,0.0,10.6,Fojnica
2024-07-28,25.4,52.1,0.0,0.0,13.9,Fojnica
2024-07-29,24.1,49.5,0.05,100.0,19.1,Fojnica
2024-07-30,20.6,50.1,0.0,0.0,19.8,Fojnica
2024-07-31,20.7,50.1,0.0,0.0,12.6,Fojnica
2024-08-01,23.4,49.8,0.0,0.0,12.3,Fojnica
2024-08-02,23.7,57.7,0.295,100.0,12.1,Fojnica
2024-08-03,23.5,60.8,0.757,100.0,16.8,Fojnica
2024-08-04,21.7,53.5,0.452,100.0,17.6,Fojnica
2024-08-05,21.4,58.1,0.0,0.0,12.5,Fojnica
2024-08-06,22.3,58.0,0.0,0.0,13.6,Fojnica
2024-08-07,22.7,57.9,0.0,0.0,12.0,Fojnica
2024-08-08,21.2,68.9,0.0,0.0,18.2,Fojnica
2024-08-09,22.6,63.4,0.421,100.0,15.4,Fojnica
2024-08-10,23.0,57.0,0.0,0.0,16.8,Fojnica
2024-08-11,24.6,55.3,0.0,0.0,13.7,Fojnica
2024-08-12,26.8,50.0,0.0,0.0,11.5,Fojnica
2024-08-13,26.7,50.9,0.0,0.0,9.6,Fojnica
2024-08-14,27.3,45.7,0.0,0.0,13.4,Fojnica
2024-08-15,26.1,53.6,0.0,0.0,16.4,Fojnica
2024-08-16,26.3,57.4,0.026,100.0,13.3,Fojnica
2024-08-17,24.8,60.6,0.499,100.0,13.6,Fojnica
2024-08-18,23.2,62.7,2.756,100.0,17.3,Fojnica
2024-08-19,19.9,88.4,13.949,100.0,14.6,Fojnica
2024-08-20,20.4,84.1,5.871,100.0,15.9,Fojnica
2024-08-21,20.6,80.5,1.529,100.0,11.7,Fojnica
2024-08-22,22.7,63.3,1.207,100.0,12.8,Fojnica
2024-08-23,23.4,62.5,0.0,0.0,9.5,Fojnica
2024-08-24,25.0,60.0,0.0,0.0,11.2,Fojnica
2024-08-25,25.5,54.2,0.0,0.0,14.4,Fojnica
2024-08-26,24.2,57.4,0.0,0.0,14.8,Fojnica
2024-08-27,22.9,72.4,0.258,100.0,10.4,Fojnica
2024-08-28,23.7,69.6,3.721,100.0,10.5,Fojnica
2024-08-29,22.6,63.2,0.0,0.0,17.4,Fojnica
2024-08-30,21.9,60.2,0.0,0.0,18.5,Fojnica
2024-08-31,22.3,57.2,0.0,0.0,16.7,Fojnica
2024-09-01,21.8,56.4,0.0,0.0,15.1,Fojnica
2024-09-02,22.1,55.5,0.0,0.0,8.0,Fojnica
2024-09-03,22.2,57.0,0.0,0.0,16.0,Fojnica
2024-09-04,21.4,65.5,0.832,100.0,14.4,Fojnica
2024-09-05,20.6,67.9,0.93,100.0,17.5,Fojnica
2024-09-06,20.9,72.8,8.569,100.0,12.3,Fojnica
2024-09-07,21.7,66.9,0.0,0.0,9.5,Fojnica
2024-09-08,22.1,66.3,0.0,0.0,9.8,Fojnica
2024-09-09,18.7,85.0,6.887,100.0,22.4,Fojnica
2024-09-10,16.2,86.7,20.921,100.0,21.8,Fojnica
2024-09-11,16.8,73.5,0.283,100.0,9.2,Fojnica
2024-09-12,16.6,74.2,0.0,0.0,24.9,Fojnica
2024-09-13,13.6,92.0,25.759,100.0,21.5,Fojnica
2024-09-14,9.0,82.0,15.438,100.0,10.0,Fojnica
2024-09-15,9.1,87.0,1.512,100.0,16.2,Fojnica
2024-09-16,9.5,88.6,2.107,100.0,10.2,Fojnica
2024-09-17,11.6,83.8,0.82,100.0,17.1,Fojnica
2024-09-18,13.4,87.2,0.093,100.0,11.7,Fojnica
2024-09-19,13.7,93.2,4.74,100.0,12.2,Fojnica
2024-09-20,14.1,89.3,1.31,100.0,10.7,Fojnica
2024-09-21,14.7,77.9,1.063,100.0,11.8,Fojnica
2024-09-22,13.4,74.2,0.0,0.0,8.3,Fojnica
2024-09-23,14.4,78.7,0.0,0.0,11.9,Fojnica
2024-09-24,13.8,91.8,5.098,100.0,15.5,Fojnica
2024-09-25,15.3,84.7,7.394,100.0,18.3,Fojnica
2024-09-26,15.9,76.1,0.013,100.0,29.1,Fojnica
2024-09-27,18.2,74.1,0.0,0.0,23.8,Fojnica
2024-09-28,17.2,84.9,1.39,100.0,18.8,Fojnica
2024-09-29,10.6,85.3,10.185,100.0,27.6,Fojnica
2024-09-30,8.2,76.7,0.469,100.0,14.4,Fojnica
2024-10-01,8.9,77.1,0.092,100.0,14.5,Fojnica
2024-10-02,14.0,76.4,0.046,100.0,23.8,Fojnica
2024-10-03,15.9,82.9,1.314,100.0,23.5,Fojnica
2024-10-04,15.1,86.2,49.378,100.0,20.1,Fojnica
2024-10-05,11.7,92.0,1.348,100.0,12.2,Fojnica
2024-10-06,11.7,85.9,4.508,100.0,9.3,Fojnica
2024-10-07,11.9,83.5,0.976,100.0,10.7,Fojnica
2024-10-08,14.3,79.7,0.231,100.0,23.6,Fojnica
2024-10-09,17.3,69.8,3.165,100.0,36.4,Fojnica
2024-10-10,16.9,71.3,0.639,100.0,24.1,Fojnica
2024-10-11,14.9,88.1,6.832,100.0,13.5,Fojnica
2024-10-12,12.5,79.8,1.844,100.0,12.1,Fojnica
2024-10-13,11.7,81.4,0.036,100.0,14.4,Fojnica
2024-10-14,14.4,80.7,0.082,100.0,11.8,Fojnica
2024-10-15,12.8,86.6,0.036,100.0,9.7,Fojnica
2024-10-16,13.6,84.8,0.0,0.0,9.1,Fojnica
2024-10-17,13.4,94.6,1.119,100.0,6.3,Fojnica
2024-10-18,14.9,96.1,2.074,100.0,4.3,Fojnica
2024-10-19,16.5,89.4,0.619,100.0,11.2,Fojnica
2024-10-20,13.5,83.5,0.244,100.0,9.2,Fojnica
2024-10-21,9.6,86.1,0.0,0.0,8.6,Fojnica
2024-10-22,10.3,82.2,0.036,100.0,6.0,Fojnica
2024-10-23,11.5,84.5,0.0,0.0,8.5,Fojnica
2024-10-24,12.4,84.9,0.0,0.0,8.4,Fojnica
2024-10-25,14.0,87.5,0.425,100.0,8.2,Fojnica
2024-10-26,12.7,89.0,0.0,0.0,6.7,Fojnica
2024-10-27,12.6,86.9,0.0,0.0,8.2,Fojnica
2024-10-28,11.8,84.7,0.024,100.0,6.7,Fojnica
2024-10-29,11.0,89.5,0.0,0.0,7.1,Fojnica
2024-10-30,11.1,86.8,0.0,0.0,11.8,Fojnica
2024-10-31,8.8,88.3,0.0,0.0,8.3,Fojnica
2024-11-01,8.1,85.1,0.0,0.0,7.8,Fojnica
2024-11-02,7.7,85.0,0.0,0.0,13.9,Fojnica
2024-11-03,9.1,79.0,0.046,100.0,15.1,Fojnica
2024-11-04,5.1,82.1,0.0,0.0,10.9,Fojnica
2024-11-05,4.6,88.2,0.0,0.0,7.1,Fojnica
2024-11-06,4.7,87.2,0.0,0.0,6.1,Fojnica
2024-11-07,4.2,89.7,0.0,0.0,6.1,Fojnica
2024-11-08,4.1,90.9,0.057,100.0,6.7,Fojnica
2024-11-09,3.6,88.1,0.0,0.0,7.8,Fojnica
2024-11-10,2.7,85.1,0.0,0.0,13.4,Fojnica
2024-11-11,2.6,81.6,0.0,0.0,16.5,Fojnica
2024-11-12,2.2,81.1,0.0,0.0,14.6,Fojnica
2024-11-13,2.8,72.3,0.0,0.0,11.2,Fojnica
2024-11-14,1.5,87.2,1.715,100.0,12.6,Fojnica
2024-11-15,1.7,81.5,1.433,100.0,13.6,Fojnica
2024-11-16,3.4,80.4,0.046,100.0,9.2,Fojnica
2024-11-17,1.2,83.5,0.0,0.0,10.7,Fojnica
2024-11-18,5.4,97.8,0.9,100.0,6.8,Fojnica
2024-11-19,6.7,99.7,0.3,100.0,9.0,Fojnica
2024-11-20,9.0,89.0,27.6,100.0,27.4,Fojnica
2024-11-21,1.4,89.3,0.6,100.0,26.4,Fojnica
2024-11-22,3.8,89.0,24.054,100.0,37.4,Fojnica
2024-11-23,-3.7,85.8,4.895,100.0,15.9,Fojnica
2024-11-24,-2.6,85.6,0.064,100.0,10.1,Fojnica
2024-11-25,-0.6,86.9,40.36,100.0,14.0,Fojnica
2024-11-26,2.4,89.1,46.679,100.0,17.1,Fojnica
2024-11-27,6.3,88.7,19.036,100.0,9.9,Fojnica
2024-11-28,7.5,92.4,13.375,100.0,18.9,Fojnica
2024-11-29,2.7,90.5,14.191,100.0,14.5,Fojnica
2024-11-30,2.4,90.0,7.085,100.0,25.2,Fojnica
2024-12-01,5.4,84.8,2.4,100.0,15.3,Fojnica
2024-12-02,3.7,85.1,0.038,100.0,11.6,Fojnica
2024-12-03,3.6,89.1,0.0,0.0,10.6,Fojnica
2024-12-04,2.6,91.0,0.596,100.0,8.8,Fojnica
2024-12-05,2.0,90.0,2.198,100.0,8.2,Fojnica
2024-12-06,3.0,91.0,1.404,100.0,23.4,Fojnica
2024-12-07,2.3,91.1,3.565,100.0,5.7,Fojnica
2024-12-08,2.0,91.9,5.272,100.0,10.5,Fojnica
2024-12-09,3.0,93.8,1.744,100.0,9.8,Fojnica
2024-12-10,3.0,93.3,3.201,100.0,8.2,Fojnica
2024-12-11,2.9,93.8,0.806,100.0,8.9,Fojnica
2024-12-12,1.9,87.7,0.309,100.0,8.6,Fojnica
2024-12-13,1.1,86.6,0.0,0.0,11.9,Fojnica
2024-12-14,3.6,90.8,1.452,100.0,18.0,Fojnica
2024-12-15,3.1,92.8,3.715,100.0,18.3,Fojnica
2024-12-16,-0.1,94.2,1.085,100.0,17.6,Fojnica
2024-12-17,0.2,96.4,0.0,0.0,9.0,Fojnica
2024-12-18,0.1,93.2,0.0,0.0,7.9,Fojnica
2024-12-19,0.2,84.6,0.015,100.0,19.4,Fojnica
2024-12-20,3.3,88.0,0.5,100.0,20.3,Fojnica
2024-12-21,-0.3,84.0,25.124,100.0,18.0,Fojnica
2024-12-22,-2.2,84.8,0.064,100.0,13.1,Fojnica
2024-12-23,-0.1,90.5,10.902,100.0,17.5,Fojnica
2024-12-24,-0.6,86.4,24.884,100.0,19.8,Fojnica
2024-12-25,1.8,79.6,0.232,100.0,22.6,Fojnica
2024-12-26,2.4,76.6,1.5,100.0,23.7,Fojnica
2024-12-27,1.1,82.9,0.0,0.0,9.0,Fojnica
2024-12-28,0.3,84.5,0.0,0.0,6.8,Fojnica
2024-12-29,-2.4,90.1,0.0,0.0,7.1,Fojnica
2024-12-30,-2.7,93.8,0.036,100.0,5.2,Fojnica
2024-12-31,-2.6,94.2,0.107,100.0,6.2,Fojnica
2024-01-01,6.9,94.0,28.666,100.0,22.3,Jablanica
2024-01-02,5.7,89.8,2.709,100.0,14.9,Jablanica
2024-01-03,7.5,85.8,1.343,100.0,21.5,Jablanica
2024-01-04,6.8,88.7,9.79,100.0,17.0,Jablanica
2024-01-05,5.3,86.3,1.239,100.0,23.6,Jablanica
2024-01-06,11.6,77.4,3.4,100.0,27.4,Jablanica
2024-01-07,6.8,87.5,7.904,100.0,16.2,Jablanica
2024-01-08,1.3,73.8,12.896,100.0,16.9,Jablanica
2024-01-09,-1.7,70.5,1.246,100.0,16.1,Jablanica
2024-01-10,-1.4,74.1,4.443,100.0,11.9,Jablanica
2024-01-11,-1.8,77.5,2.932,100.0,21.1,Jablanica
2024-01-12,-2.1,69.2,2.685,100.0,20.7,Jablanica
2024-01-13,-2.0,66.0,0.048,100.0,17.8,Jablanica
2024-01-14,-2.3,81.6,2.207,100.0,22.3,Jablanica
